dl_datetime,drug,drug_link
2020-09-18T04:24:24Z,ashwagandha root powder extract,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/ashwagandha-root-powder-extract
2020-09-18T04:24:24Z,Asian ginseng,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asian-ginseng
2020-09-18T04:24:24Z,ASK1 inhibitor GS-4997,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/ask1-inhibitor-gs-4997
2020-09-18T04:24:24Z,ASONEP,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/sonepcizumab
2020-09-18T04:24:24Z,Asorbicap,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/ascorbic-acid
2020-09-18T04:24:24Z,ASP4132,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asp4132
2020-09-18T04:24:24Z,ASP9853,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asp9853
2020-09-18T04:24:24Z,asparaginase,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asparaginase
2020-09-18T04:24:24Z,asparaginase Erwinia chrysanthemi,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asparaginase-erwinia-chrysanthemi
2020-09-18T04:24:24Z,Asparlas,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/calaspargase-pegol
2020-09-18T04:24:24Z,Aspergum,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/acetylsalicylic-acid
2020-09-18T04:24:24Z,astatine At 211 anti-CD38 monoclonal antibody OKT10-B10,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/799762
2020-09-18T04:24:24Z,astaxanthin,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801793
2020-09-18T04:24:24Z,Astragalus membranaceus/Angelica gigas/Trichosanthes kirilowii Maximowicz mixed herbal extract SH003,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792574
2020-09-18T04:24:24Z,Astragalus-based formulation Qing Shu Yi Qi Tang,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/astragalus-based-formulation-qing-shu-yi-qi-tang
2020-09-18T04:24:24Z,Astugenal,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/antineoplaston-as2-1
2020-09-18T04:24:24Z,astuprotimut-R,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/astuprotimut-r
2020-09-18T04:24:24Z,asulacrine isethionate,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asulacrine-isethionate
2020-09-18T04:24:24Z,asunaprevir,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/asunaprevir
2020-09-18T04:24:24Z,Atacand,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/candesartan-cilexetil
2020-09-18T04:24:24Z,atamestane,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atamestane
2020-09-18T04:24:24Z,Atengenal,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/antineoplaston-a10
2020-09-18T04:24:24Z,atenolol,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atenolol
2020-09-18T04:24:24Z,atezolizumab,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atezolizumab
2020-09-18T04:24:24Z,Atgam,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794074
2020-09-18T04:24:24Z,ATGAM,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/anti-thymocyte-globulin
2020-09-18T04:24:24Z,atiprimod,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atiprimod
2020-09-18T04:24:24Z,Ativan,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/lorazepam
2020-09-18T04:24:24Z,ATM inhibitor M 3541,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atm-inhibitor-m-3541
2020-09-18T04:24:24Z,ATM kinase inhibitor AZD0156,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atm-kinase-inhibitor-azd0156
2020-09-18T04:24:24Z,ATN-161,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atn-161
2020-09-18T04:24:24Z,atomoxetine hydrochloride,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atomoxetine-hydrochloride
2020-09-18T04:24:24Z,atorvastatin calcium,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atorvastatin-calcium
2020-09-18T04:24:24Z,ATR kinase inhibitor BAY1895344,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792166
2020-09-18T04:24:24Z,ATR kinase inhibitor M1774,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801231
2020-09-18T04:24:24Z,ATR kinase inhibitor M6620,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atr-kinase-inhibitor-vx-970
2020-09-18T04:24:24Z,ATR-101,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atr-101
2020-09-18T04:24:24Z,Atragen,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/liposomal-tretinoin
2020-09-18T04:24:24Z,atrasentan hydrochloride,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atrasentan-hydrochloride
2020-09-18T04:24:24Z,Atromid-S,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/clofibrate
2020-09-18T04:24:24Z,atropine sulfate,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/atropine-sulfate
2020-09-18T04:24:24Z,attenuated chimpanzee adenovirus 5T4 vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/attenuated-chimpanzee-adenovirus-5t4-vaccine
2020-09-18T04:24:24Z,attenuated Listeria monocytogenes CRS-100,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/attenuated-listeria-monocytogenes-crs-100
2020-09-18T04:24:24Z,Augmentin,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/amoxicillin-clavulanate-potassium
2020-09-18T04:24:24Z,auranofin,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/auranofin
2020-09-18T04:24:24Z,Aurimmune,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/colloidal-gold-bound-tumor-necrosis-factor
2020-09-18T04:24:24Z,Aurixim,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792533
2020-09-18T04:24:24Z,Aurolate,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/gold-sodium-thiomalate
2020-09-18T04:24:24Z,aurora A kinase inhibitor LY3295668 erbumine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792635
2020-09-18T04:24:24Z,Aurora A kinase inhibitor TAS-119,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-a-kinase-inhibitor-tas-119
2020-09-18T04:24:24Z,Aurora A kinase/tyrosine kinase inhibitor ENMD-2076,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-a-kinase-tyrosine-kinase-inhibitor-enmd-2076
2020-09-18T04:24:24Z,Aurora B kinase inhibitor TAK-901,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-b-kinase-inhibitor-tak-901
2020-09-18T04:24:24Z,Aurora B/C kinase inhibitor GSK1070916A,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-b-c-kinase-inhibitor-gsk1070916a
2020-09-18T04:24:24Z,Aurora kinase A/B inhibitor TT-00420,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798739
2020-09-18T04:24:24Z,Aurora kinase inhibitor AMG 900,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-amg-900
2020-09-18T04:24:24Z,Aurora kinase inhibitor BI 811283,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-bi-811283
2020-09-18T04:24:24Z,Aurora kinase inhibitor MLN8054,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-mln8054
2020-09-18T04:24:24Z,Aurora kinase inhibitor PF-03814735,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-pf-03814735
2020-09-18T04:24:24Z,Aurora kinase inhibitor SNS-314,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-sns-314
2020-09-18T04:24:24Z,Aurora kinase inhibitor TTP607,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-inhibitor-ttp607
2020-09-18T04:24:24Z,Aurora kinase/VEGFR2 inhibitor CYC116,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/aurora-kinase-vegfr2-inhibitor-cyc116
2020-09-18T04:24:24Z,autologous ACTR-CD16-CD28-expressing T lymphocytes ACTR707,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-actr-cd16-cd28-expressing-t-lymphocytes-actr707
2020-09-18T04:24:24Z,autologous Ad-CD154-transduced CLL B cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-ad-cd154-transduced-cll-b-cells
2020-09-18T04:24:24Z,autologous AFP-specific T cell receptor T cells C-TCR055,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801757
2020-09-18T04:24:24Z,autologous AML/dendritic cell fusion vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792537
2020-09-18T04:24:24Z,autologous anti-BCMA CAR-T cells IM21,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797877
2020-09-18T04:24:24Z,autologous anti-BCMA CAR-transduced T cells KITE-585,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794792
2020-09-18T04:24:24Z,autologous anti-BCMA CD8+ CAR T cells Descartes-11,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801760
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing CD4+/CD8+ T lymphocytes JCARH125,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792482
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing memory T lymphocytes bb21217,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791258
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-4-1BB-CD3zeta-expressing T cells CT053,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/799961
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-expressing CD4+/CD8+ T lymphocytes FCARH143,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794992
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-expressing stem memory T cells P-BCMA-101,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-bcma-car-expressing-stem-memory-t-cells-p-bcma-101
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-mRNA-transfected CD8+ T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795728
2020-09-18T04:24:24Z,autologous anti-BCMA-CAR-TCRz/4-1BB-expressing T lymphocytes CART-BCMA,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795542
2020-09-18T04:24:24Z,autologous anti-CD123 CAR TCR/4-1BB-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-cd123-car-tcr-4-1bb-expressing-t-lymphocytes
2020-09-18T04:24:24Z,autologous anti-CD19 CAR TCR-zeta/4-1BB-transduced T lymphocytes BinD19,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792748
2020-09-18T04:24:24Z,autologous anti-CD19 CAR TCR-zeta/4-1BB-transduced T lymphocytes huCART19,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795543
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-CD3zeta-4-1BB-expressing T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793525
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-CD3zeta-4-1BB-expressing T cells PZ01,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793588
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-cd19-car-expressing-t-lymphocytes
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-expressing T lymphocytes CLIC-1901,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797095
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-T cells IM19,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794869
2020-09-18T04:24:24Z,autologous anti-CD19 CAR-T cells TBI-1501,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792746
2020-09-18T04:24:24Z,autologous anti-CD19 chimeric antigen receptor T cells AUTO1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801949
2020-09-18T04:24:24Z,autologous anti-CD19 chimeric antigen receptor T cells C-CAR011,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-cd19-chimeric-antigen-receptor-t-cells-c-car011
2020-09-18T04:24:24Z,autologous anti-CD19 chimeric antigen receptor T cells SJCAR19,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-cd19-chimeric-antigen-receptor-t-cells-sjcar19
2020-09-18T04:24:24Z,autologous anti-CD19 T-cell receptor T cells ET190L1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794393
2020-09-18T04:24:24Z,autologous anti-CD19 TAC-T cells TAC01-CD19,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801474
2020-09-18T04:24:24Z,autologous anti-CD19/anti-CD20-CAR-CD28-4-1BB-CD3zeta-EGFRt+-expressing Tn/mem cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798415
2020-09-18T04:24:24Z,autologous anti-CD19/CD20 bispecific nanobody-based CAR-T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801489
2020-09-18T04:24:24Z,autologous anti-CD19/CD22 CAR-T cells AUTO3,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798924
2020-09-18T04:24:24Z,autologous anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ central memory T lymphocytes JCAR014,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/780444
2020-09-18T04:24:24Z,autologous anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-cd19car-4-1bb-cd3zeta-egfrt-expressing-t-lymphocytes
2020-09-18T04:24:24Z,autologous anti-CD19CAR-CD28tm/4-1BB/CD3zeta-HER2tG-expressing CD4+/CD8+ T lymphocytes SCRI-huCAR19v1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797052
2020-09-18T04:24:24Z,autologous anti-CD19CAR-CD3zeta-4-1BB-IL-15-PD1-expressing tri-functional T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795364
2020-09-18T04:24:24Z,autologous anti-CD19CAR-HER2t/CD22CAR-EGFRt-expressing T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794873
2020-09-18T04:24:24Z,autologous anti-CD20 CAR transduced CD4/CD8 enriched T cells MB-CART20.1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801497
2020-09-18T04:24:24Z,autologous anti-CD22 CAR-4-1BB-TCRz-transduced T lymphocytes CART22-65s,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795556
2020-09-18T04:24:24Z,autologous anti-CD38 A2 CAR2-expressing T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795452
2020-09-18T04:24:24Z,autologous anti-CD7 CAR/28zeta CRISPR-edited T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798380
2020-09-18T04:24:24Z,autologous anti-Claudin18.2-transduced T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792788
2020-09-18T04:24:24Z,autologous anti-CS1 hinge-optimized CAR-4-1BB-EGFRt-expressing memory-enriched T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797881
2020-09-18T04:24:24Z,autologous anti-EGFR CAR-transduced CXCR 5-modified T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/802166
2020-09-18T04:24:24Z,autologous anti-EGFRvIII 4SCAR-IgT cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793086
2020-09-18T04:24:24Z,autologous anti-FLT3 CAR T cells AMG 553,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801528
2020-09-18T04:24:24Z,autologous anti-GD2CAR-CD28-CD3zeta-IL-15-expressing natural killer T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797483
2020-09-18T04:24:24Z,autologous anti-gp100:154-162 T-cell receptor gene-engineered peripheral blood lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/560190
2020-09-18T04:24:24Z,autologous anti-gp100CAR-CD3zeta-4-1BB-IL-15-PD1-expressing tri-functional T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798757
2020-09-18T04:24:24Z,autologous anti-HER2-CAR-4-1BB-CD3zeta-CD19t+-expressing Tcm-enriched T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794190
2020-09-18T04:24:24Z,autologous anti-HLA-A*02/AFP TCRm-expressing T cells ET140202,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798638
2020-09-18T04:24:24Z,autologous anti-HLA-A*0201/AFP CAR-T cells ET1402L1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794793
2020-09-18T04:24:24Z,autologous anti-ICAM-1-CAR-CD28-4-1BB-CD3zeta-expressing T cells AIC100,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801844
2020-09-18T04:24:24Z,autologous anti-MART-1 F5 T-cell receptor gene-engineered peripheral blood lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/560192
2020-09-18T04:24:24Z,autologous anti-mesothelin CAR-CD3zeta-4-1-BB-expressing T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795279
2020-09-18T04:24:24Z,autologous anti-MG7-CAR T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-mg7-car-t-lymphocytes
2020-09-18T04:24:24Z,autologous anti-MUC1*-CAR-4-1BB-CD3zeta-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801391
2020-09-18T04:24:24Z,autologous anti-Muc1/CD33/CD38/CD56/CD123 gene-engineered CAR-T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793184
2020-09-18T04:24:24Z,autologous anti-NY-ESO-1 mTCR retroviral vector-transduced PBLs,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796924
2020-09-18T04:24:24Z,autologous anti-NY-ESO-1/LAGE-1 TCR-transduced c259 T lymphocytes GSK3377794,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-ny-eso-1-lage-1-tcr-transduced-c259-t-lymphocytes
2020-09-18T04:24:24Z,autologous anti-PD-1 antibody-activated tumor-infiltrating lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801527
2020-09-18T04:24:24Z,autologous anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/797158
2020-09-18T04:24:24Z,autologous anti-PSMA gene-modified T-cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-anti-psma-gene-modified-t-cells
2020-09-18T04:24:24Z,autologous anti-SLAMF7 CAR-expressing T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798436
2020-09-18T04:24:24Z,autologous AXL-targeted CAR-T cells CCT301-38,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794160
2020-09-18T04:24:24Z,autologous B-cell/monocyte-presenting HER2/neu antigen vaccine BVAC-B,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795331
2020-09-18T04:24:24Z,autologous BCMA-4-1BBz-targeted CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792637
2020-09-18T04:24:24Z,autologous BCMA-targeted CAR T cells LCAR-B4822M,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798658
2020-09-18T04:24:24Z,autologous BCMA-targeted CAR-T cells CC-98633,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/802040
2020-09-18T04:24:24Z,autologous BCMA/TACI-targeted CAR T cells AUTO2,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793032
2020-09-18T04:24:24Z,autologous beta-A(T87Q)-globin gene-transduced CD34-positive cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-beta-at87q-globin-gene-transduced-cd34-positive-cells
2020-09-18T04:24:24Z,B-Raf/VEGFR-2 inhibitor RAF265,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/b-raf-vegfr-2-inhibitor-raf265
2020-09-18T04:24:24Z,autologous bi-epitope BCMA-targeted CAR T cells JNJ-68284528,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792630
2020-09-18T04:24:24Z,autologous bispecific CD19/CD22-targeted CAR-T cells GC022F,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/800937
2020-09-18T04:24:24Z,autologous bone marrow-derived CD34/CXCR4-positive stem cells AMR-001,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-bone-marrow-derived-cd34-cxcr4-positive-stem-cells-amr-001
2020-09-18T04:24:24Z,autologous c-Met/PD-L1-specific CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798662
2020-09-18T04:24:24Z,autologous CAR-mbIL15-safety switch T cells PRGN-3006,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798420
2020-09-18T04:24:24Z,autologous CCR4-CD30CAR-CD28-CD3zeta-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794781
2020-09-18T04:24:24Z,autologous CD123-4SCAR-expressing T cells 4SCAR123,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792687
2020-09-18T04:24:24Z,autologous CD123CAR-CD28-CD3zeta-EGFRt-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd123car-cd28-cd3zeta-egfrt-expressing-t-lymphocytes
2020-09-18T04:24:24Z,autologous CD123CAR-CD28-CD3zeta-EGFRt-expressing T lymphocytes MB-102,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/799773
2020-09-18T04:24:24Z,autologous CD133-positive BTSC mRNA-pulsed autologous dendritic cell vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/642488
2020-09-18T04:24:24Z,autologous CD138-specific CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/798661
2020-09-18T04:24:24Z,autologous CD171-specific CAR-CD28 zeta-4-1-BB-EGFRt-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/767199
2020-09-18T04:24:24Z,autologous CD19 CAR-expressing CD4+/CD8+ T cells MB-CART19.1,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801342
2020-09-18T04:24:24Z,autologous CD19-28z chimeric antigen receptor-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd19-28z-chimeric-antigen-receptor-expressing-t-lymphocytes
2020-09-18T04:24:24Z,autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-HER1t T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793561
2020-09-18T04:24:24Z,autologous CD19-targeted CAR T cells JWCAR029,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794777
2020-09-18T04:24:24Z,autologous CD19-targeted CAR-T cells GC007F,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/800931
2020-09-18T04:24:24Z,autologous CD19/CD22 chimeric antigen receptor T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd19-cd22-chimeric-antigen-receptor-t-cells
2020-09-18T04:24:24Z,autologous CD19/PD-1 bispecific CAR-T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801669
2020-09-18T04:24:24Z,autologous CD19CAR-CD28-CD137/CD27/CD3zeta-iCasp9-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792521
2020-09-18T04:24:24Z,autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd19car-cd28-cd3zeta-egfrt-expressing-tcm-enriched-t-cells
2020-09-18T04:24:24Z,autologous CD20-4SCAR-expressing T cells 4SCAR20,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792686
2020-09-18T04:24:24Z,autologous CD22-4SCAR-expressing T cells 4SCAR22,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792685
2020-09-18T04:24:24Z,autologous CD30CAR-CD28-CD3zeta-expressing T lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794782
2020-09-18T04:24:24Z,autologous CD34-positive BCL11A-disrupted hematopoietic progenitor cells BIVV003,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796965
2020-09-18T04:24:24Z,autologous CD34-positive hematopoietic progenitor cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd34-positive-hematopoietic-progenitor-cells
2020-09-18T04:24:24Z,autologous CD34-positive peripheral blood stem cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/800131
2020-09-18T04:24:24Z,autologous CD34+-enriched HSPCs transduced with VSV-G encoding IFN-a2,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/801353
2020-09-18T04:24:24Z,autologous CD38-4SCAR-expressing T cells 4SCAR38,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792684
2020-09-18T04:24:24Z,autologous CD4- and CD8-positive truncated CD19-expressing antigen presenting T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/791464
2020-09-18T04:24:24Z,autologous CD4+/CD8+ 4-1BB-CD3zeta-EGFR806-CAR-EGFRt/4-1BB-CD3zeta- CD19-CAR-HER2tG-expressing CARs T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796591
2020-09-18T04:24:24Z,autologous CD4+/CD8+ EGFR806 specific 4-1BB-CD3zeta-EGFRt-expressing CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796466
2020-09-18T04:24:24Z,autologous CD4+/CD8+ EGFR806-specific 4-1BB-CD3zeta-EGFRt-expressing CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796590
2020-09-18T04:24:24Z,autologous CD5-specific CAR-28 zeta CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/792575
2020-09-18T04:24:24Z,autologous CD8-positive PBL sensitized to Drosophila cell-presented melanoma peptides,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/693322
2020-09-18T04:24:24Z,autologous CD8+ melanoma-specific T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cd8-melanoma-specific-t-cells
2020-09-18T04:24:24Z,autologous CEA-specific cytotoxic T-lymphocytes,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/autologous-cea-specific-cytotoxic-t-lymphocytes
2020-09-18T04:24:24Z,autologous cervical cancer-specific engineered immune effector cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/794651
2020-09-18T04:24:24Z,autologous CISH-inactivated TILs,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/793668
2020-09-18T04:24:24Z,autologous CLL1-CD33 compound CAR T cells,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/796670
2020-09-18T04:24:24Z,autologous clonal neoantigen T cells ATL001,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/800942
2020-09-18T04:24:24Z,autologous CMV-pp65-flLAMP mRNA-loaded dendritic cell vaccine,https://www.cancer.gov/publications/dictionaries/cancer-drug/def/795394
