routine_id,missing_drug,apr_generic_name,apr_investigative_flag,cdg_common_generic_name,notes,fact,apr_generic_name_longest_word_exact,apr_generic_name_longest_word_left_join_status,apr_generic_name_longest_word_left_join,processing_type,concept
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank3,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank4,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank2,TAK-788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank4,AP32788
12,AP32788,AP32788,Y,TAK-788 (AP32788),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,APR_GENERIC_NAME Words,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank2,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank2,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank5,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank7,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank5,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank7,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank6,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank8,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank6,TAK-788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank8,AP32788
13,AP32788 CAPSULE,AP32788,Y,TAK-788 (AP32788),Same as above?,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AP32788
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,ATN-224
14,ATN -224,ATN-224,Y,ATN-224,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,ATN-224
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,SAVOLITINIB
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,SAVOLITINIB
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,SAVOLITINIB
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,SAVOLITINIB
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,SAVOLITINIB
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank4,AZD6094
15,AZD 6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AZD6094
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,AZD0156
16,AZD0156,AZD0156,Y,AZD0156,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,AZD0156
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,CAPIVASERTIB
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,CAPIVASERTIB
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,CAPIVASERTIB
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,CAPIVASERTIB
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,CAPIVASERTIB
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank3,AZD5363
17,AZD5363,AZD5363,N,CAPIVASERTIB (AZD5363),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],APR_GENERIC_NAME Words,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],APR_GENERIC_NAME Longest Word,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],APR_GENERIC_NAME Words Frequency Rank2,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],APR_GENERIC_NAME Words Length Rank2,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words,CAPIVASERTIB
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Front of Parentheses,CAPIVASERTIB
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Inside Parentheses,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Longest Word,CAPIVASERTIB
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words Frequency Rank3,CAPIVASERTIB
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words Frequency Rank4,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words Length Rank2,CAPIVASERTIB
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words Length Rank4,AZD5363
18,AZD5363,AZD5363,Y,CAPIVASERTIB (AZD5363),NA,[V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],NA,Complete,AZD5363: [V] [N] 35802856 Capivasertib [HemOnc 2] [Drug] [Component],CDG_COMMON_GENERIC_NAME Words,AZD5363
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,AFATINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank2,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank2,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,SAVOLITINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,SAVOLITINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,SAVOLITINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank3,SAVOLITINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank4,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank2,SAVOLITINIB
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank5,AZD6094
19,AZD6094,AZD6094,Y,SAVOLITINIB (AZD6094),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AZD6094
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words,BIBW
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Unique,BIBW
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Longest Word,BIBW
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,BIBW
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,BIBW
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,AFATINIB
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,AFATINIB
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,AFATINIB
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,AFATINIB
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words,2992
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Unique,2992
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Longest Word,2992
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank2,2992
24,BIBW-2992,BIBW 2992,Y,AFATINIB,NA,[V] [N] 35802867 Afatinib [HemOnc 13] [Drug] [Component],NA,NA,NA,APR_GENERIC_NAME Words Length Rank2,2992
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Unique,BMS-986205
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,BLEOMYCIN
26,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank2,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank2,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,BLEOMYCIN
27,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank2,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank3,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank3,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank3,BLEOMYCIN
28,BLEOMYCIN SULFATE,BLEOMYCIN,N,BLEOMYCIN,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank3,BLEOMYCIN
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,BMS-986016
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,BMS-986016
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BMS-986016
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,BMS-986016
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,BMS-986016
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,RELATLIMAB
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Front of Parentheses,RELATLIMAB
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Inside Parentheses,BMS-986016/ANTI-LAG-3
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Longest Word,BMS-986016/ANTI-LAG-3
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank1,RELATLIMAB
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Frequency Rank2,BMS-986016/ANTI-LAG-3
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank1,BMS-986016/ANTI-LAG-3
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words Length Rank3,RELATLIMAB
29,BMS986016,BMS-986016,Y,RELATLIMAB (BMS-986016/ANTI-LAG-3),NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BMS-986016/ANTI-LAG-3
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words,BMS-986205
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Unique,BMS-986205
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,APR_GENERIC_NAME Longest Word,BMS-986205
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Frequency Rank1,BMS-986205
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,APR_GENERIC_NAME Words Length Rank1,BMS-986205
30,BMS-986205,BMS-986205,Y,BMS-986205,NA,NA,NA,NA,NA,CDG_COMMON_GENERIC_NAME Words,BMS-986205
